worker_id,condition,start_means,strategy_with_means,strategy_without_means,Open Codes,Answered question,Changed strategy with vs witout means,Mentioned distance,Mentioned mean,Mentioned variance,Mentioned threshold,Mentioned area of marking,Mentioned frequency of events/markings,Mentioned confusion
8fae7328,densities,FALSE,I used my best judgement if the new player gave me a much better chance to win.,I am changing to the new player if i think the difference between the two is large enough to warrant spending the money.,Uninformative,No,,,,,,,,
90086ec0,densities,FALSE,If the chance was greater than 50% I would add the player.,I looked at the area of the bell curve to the left of the dotted line.,Area across threshold; Probability of superiority threshold,Yes,No,No,No,No,Yes,Yes,No,No
9b21f900,densities,FALSE,I decided that it wasn't worth the risk to lose money and I only took a new employee if the odds looked like 65 or higher.,I'm only paying for the new player when I'm certain that I will receive an award. If it looks like I wont get the award either way it's better to save money.,Probability of superiority threshold,No,,,,,,,,
9b3362bb,densities,FALSE,I was trying to see how far apart the two charts were an if it was far enough I'd buy a new player. If success was achieved by gaining money with risk I'd risk more often.,I'm not a big risk taker so when it felt that it was close to 50-50 chance I would not often choose to buy a player. I'd do it every time there would be a higher chance (especially when above 60%). I was looking at how far apart the two charts were.,Probability of superiority threshold; Gist distance,Yes,No,Yes,No,No,No,No,No,No
9b744a17,densities,FALSE,I tried to focus on the new player because the better the outcome.,I tried to focus on the new player the most.,Focused on red,No,,,,,,,,
9d083ea6,densities,FALSE,same strategy as before.,if the player was an asset I would pay for them. if not I would not,Uninformative,No,,,,,,,,
a016734f,densities,FALSE,by how much the points increased compared to the blue chart,if the red chart looked like it had a higher chance than the bottom one. was higher on the top than the bottom one,Gist distance,Yes,No,Yes,No,No,No,No,No,No
a08f6673,densities,FALSE,The darker line in the center helped to see the middle but it wasn't necessary.,If the chart was further to the right I thought it was worth spending the money for a new player.,Gist distance; Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
a0d53ece,densities,FALSE,I use the charts variations to complete the task.,I use the charts difference to complete the task.,Gist distance; Variance,Yes,Yes,Yes,No,Yes,No,No,No,No
a152ec38,densities,FALSE,I did not figure out the chart. I came to the conclusion that the graphs were intentionally misleading or incomprehensible and just chose not to pay for anything and Kept getting money so I stuck with that. Maybe I'm not smart enough to understand but I didn't figure the charts.,how far away the red blob is from the line I can't make sense of this chart. utterly incomprehensible. if most of the blob is after the line i guess i pay for the player but it really doesn't work every time,Focused on red; Distance across threshold; Area across threshold,Yes,No,Yes,No,No,Yes,Yes,No,Yes
a3804b76,densities,FALSE,I looked at how much of a difference there was in the position of the red and blue hills to determine whether to hire a new player or not.,I focused on the distance on the x axis between the blue and the red to make a decision.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
a5ce5619,densities,FALSE,I mainly focused on how much of the red chart was above the dotted line. If it was above by enough it seemed justifiable to get the new player since it would almost certainly give me a net positive on the round.,I don't really compare the two graphs too much. If the red chart is above the dotted line by a significantly large enough amount I generally pick up the new player since the chances of winning are high enough to justify.,Focused on red; Distance across threshold; Area across threshold,Yes,No,Yes,No,No,Yes,Yes,No,No
a64dbd65,densities,FALSE,I used the same as before to see if the red would be more likely to score enough points to win. I also used the lines to see if the red average was higher/lower than the blue avera.,I used them to see if the new player would be more likely to score more points.,Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
a85ec246,densities,FALSE,If the majority of the red graph had little overlay to the blue I would pay for the player otherwise kept it safe with not paying for the player.,If there isn't much of a change by adding the new player I am opting not to add them,Distribution overlap,Yes,No,No,No,No,No,Yes,No,No
a87cf35e,densities,FALSE,Again like the last time I mostly looked at the size of the red graph to the right of the dashed line. The addition of a solid red bar didn't seem to indicate much of a change. I still looked for relatively high increases over the base chance of 50% to justify paying for the new player.,I mostly looked at how much of the red graph was to the right of the dotted line so that I could figure out how much more likely I was to succeed with the new player. Since the baseline was 50% I felt it needed to be a fair amount higher than that in order to justify the additional expense.,Area across threshold; Probability of superiority threshold,Yes,No,No,Ignored,No,Yes,Yes,No,No
b141b854,densities,FALSE,height of shaded area,height of the shaded area,Area,Yes,No,No,No,No,No,Yes,No,No
b3865f7c,densities,FALSE,I tried to use the charts to see when there was a larger chance to score more with the new player so that it would make sense to spend the money to buy them.,I tried to gauge if I would score a lot or a little more with or without the new player and tried to guess when it would be best to stay with what I had and when to risk it.,Uninformative,No,,,,,,,,
b4ce5e7a,densities,FALSE,I looked for the degree of shift (or lack thereof) to the right - i.e. was the increase in the distribution enough to pay,I looked for how much the chart shifted to the right.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
bb6e9bc9,densities,FALSE,Same as before just used the dotted line and gauged it. The new lines on each chart that indicate the 'average' helped eyeball it a bit better visually. The further apart the two graphs the more you'd want to buy; the closer together the more you need to gauge the difference carefully and that's where that middle bar helps. Again sorry if this sounds like babble,I simply visually move the red curve down and gauge the percent difference. Then I imagine it much like rounds in a game and if an investment would be worth it should the difference be in the grey area. Sorry if that sounds convoluted. The dashed line helps quite a bit as well. The concept almost feels too easy as if maybe I'm not truly understanding the task,Distance across threshold; Mean difference,Yes,Yes,Yes,Yes,No,Yes,No,No,No
